date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:34:14	84732/84732	---M-Z	200	added ('OK')	application/javascript	etag:%2214afc-577f2f3037013-gzip%22	https://www.otarot.net/js/vendor/jquery.js	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/js/vendor/jquery.js	(from https://www.otarot.net/tarot-oraculo/expectativa.php)
20:34:14	136353/136353	---M--	200	added ('OK')	image/png	etag:%22214a1-577f2f6c2f800%22	https://www.otarot.net/tarot-oraculo/images/faces.png	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/faces.png	(from https://www.otarot.net/tarot-oraculo/expectativa.php)
20:34:14	68890/68890	---M-Z	200	added ('OK')	application/javascript	etag:%2210d1a-577f2f2b3aa42-gzip%22	https://www.otarot.net/js/bootstrap.js	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/js/bootstrap.js	(from https://www.otarot.net/tarot-oraculo/expectativa.php)
20:34:14	3978/3978	---M-Z	200	added ('OK')	application/javascript	etag:%22f8a-577f2f6ea2738-gzip%22	https://www.otarot.net/tarot-oraculo/scripts/css3-animate-it.js	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/scripts/css3-animate-it.js	(from https://www.otarot.net/tarot-oraculo/expectativa.php)
20:34:15	1488/1488	---M--	200	added ('OK')	image/jpeg	etag:%225d0-577f2e81365a6%22	https://www.otarot.net/images/flags/us.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/images/flags/us.jpg	(from https://www.otarot.net/tarot-oraculo/expectativa.php)
20:34:15	1303/1303	---M--	200	added ('OK')	image/jpeg	etag:%22517-577f2e820b3e3%22	https://www.otarot.net/images/flags/it.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/images/flags/it.jpg	(from https://www.otarot.net/tarot-oraculo/expectativa.php)
20:34:15	1277/1277	---M--	200	added ('OK')	image/jpeg	etag:%224fd-577f2e819fd24%22	https://www.otarot.net/images/flags/de.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/images/flags/de.jpg	(from https://www.otarot.net/tarot-oraculo/expectativa.php)
20:34:15	1391/1391	---M--	200	added ('OK')	image/jpeg	etag:%2256f-577f2e8197084%22	https://www.otarot.net/images/flags/es.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/images/flags/es.jpg	(from https://www.otarot.net/tarot-oraculo/expectativa.php)
20:34:16	1613/1613	---M--	200	added ('OK')	image/jpeg	etag:%2264d-577f2e8208503%22	https://www.otarot.net/images/flags/br.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/images/flags/br.jpg	(from https://www.otarot.net/tarot-oraculo/expectativa.php)
20:34:16	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2019%20Apr%202023%2023:34:16%20GMT	http://static.axept.io/sdk.js	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/static.axept.io/sdk.16.delayed	(from https://www.otarot.net/tarot-oraculo/expectativa.php)
20:34:17	50234/50234	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Jan%202023%2021:29:14%20GMT	https://www.google-analytics.com/analytics.js	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.google-analytics.com/analytics.js	(from https://www.otarot.net/tarot-oraculo/expectativa.php)
20:34:17	721715/721715	---MCZ	200	added ('OK')	text/javascript	etag:W/%22d38ec26a6bf4aa1d7700a321f94552f5%22	https://static.axept.io/sdk.js	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/static.axept.io/sdk.js	(from https://www.otarot.net/tarot-oraculo/expectativa.php)
20:34:18	28572/28572	---M--	200	added ('OK')	text/html	etag:%226f9c-577f2e6135048%22	https://www.otarot.net/fonts/playball-webfont.woff2	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/fonts/playball-webfont.html	(from https://www.otarot.net/style.css)
20:34:18	35688/35688	---M--	200	added ('OK')	application/font-woff	etag:%228b68-577f2e61da0e6%22	https://www.otarot.net/fonts/playball-webfont.woff	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/fonts/playball-webfont.woff	(from https://www.otarot.net/style.css)
20:34:18	2228/2228	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228b4-577f2e6132168%22	https://www.otarot.net/fonts/icomoon.eot?45xf98	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/fonts/icomoon4fa6.eot	(from https://www.otarot.net/style.css)
20:34:19	2064/2064	---M--	200	added ('OK')	application/font-sfnt	etag:%22810-577f2e600742c%22	https://www.otarot.net/fonts/icomoon.ttf?45xf98	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/fonts/icomoon4fa6.ttf	(from https://www.otarot.net/style.css)
20:34:19	2140/2140	---M--	200	added ('OK')	application/font-woff	etag:%2285c-577f2e6070baa%22	https://www.otarot.net/fonts/icomoon.woff?45xf98	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/fonts/icomoon4fa6.woff	(from https://www.otarot.net/style.css)
20:34:19	4963/4963	---M--	200	added ('OK')	image/svg+xml	etag:%221363-577f2e6259fc4%22	https://www.otarot.net/fonts/icomoon.svg?45xf98	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/fonts/icomoon4fa6.svg	(from https://www.otarot.net/style.css)
20:34:20	131372/131372	---M--	200	added ('OK')	image/jpeg	etag:%222012c-577f2e6934dcf%22	https://www.otarot.net/images/bg.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/images/bg.jpg	(from https://www.otarot.net/style.css)
20:34:21	360387/360387	---M--	200	added ('OK')	image/png	etag:%2257fc3-577f2f1af4a33%22	https://www.otarot.net/images/bg/bg3.png	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/images/bg/bg3.png	(from https://www.otarot.net/style.css)
20:34:21	354255/354255	---M--	200	added ('OK')	image/png	etag:%22567cf-577f2f1fa2e05%22	https://www.otarot.net/images/bg/bg2.png	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/images/bg/bg2.png	(from https://www.otarot.net/style.css)
20:34:22	372821/372821	---M--	200	added ('OK')	image/png	etag:%225b055-577f2ec8b6fcb%22	https://www.otarot.net/images/bg/bg5.png	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/images/bg/bg5.png	(from https://www.otarot.net/style.css)
20:34:22	365490/365490	---M--	200	added ('OK')	image/png	etag:%22593b2-577f2ecd430bd%22	https://www.otarot.net/images/bg/bg4.png	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/images/bg/bg4.png	(from https://www.otarot.net/style.css)
20:34:22	3164005/3164005	---M--	200	added ('OK')	image/png	etag:%22304765-577f2f2951628%22	https://www.otarot.net/images/bg/sprite-sun.png	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/images/bg/sprite-sun.png	(from https://www.otarot.net/style.css)
20:34:23	381192/381192	---M--	200	added ('OK')	image/png	etag:%225d108-577f2eba83416%22	https://www.otarot.net/images/bg/bg7.png	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/images/bg/bg7.png	(from https://www.otarot.net/style.css)
20:34:23	377909/377909	---M--	200	added ('OK')	image/png	etag:%225c435-577f2eb3b030b%22	https://www.otarot.net/images/bg/bg6.png	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/images/bg/bg6.png	(from https://www.otarot.net/style.css)
20:34:23	386460/386460	---M--	200	added ('OK')	image/png	etag:%225e59c-577f2ea858e0e%22	https://www.otarot.net/images/bg/bg8.png	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/images/bg/bg8.png	(from https://www.otarot.net/style.css)
20:34:24	395744/395744	---M--	200	added ('OK')	image/png	etag:%22609e0-577f2eaec46da%22	https://www.otarot.net/images/bg/bg10.png	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/images/bg/bg10.png	(from https://www.otarot.net/style.css)
20:34:24	390618/390618	---M--	200	added ('OK')	image/png	etag:%225f5da-577f2e9485b2a%22	https://www.otarot.net/images/bg/bg9.png	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/images/bg/bg9.png	(from https://www.otarot.net/style.css)
20:34:24	378853/378853	---M--	200	added ('OK')	image/png	etag:%225c7e5-577f2ec1fe4a0%22	https://www.otarot.net/images/bg/bg11.png	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/images/bg/bg11.png	(from https://www.otarot.net/style.css)
20:34:25	348942/348942	---M--	200	added ('OK')	image/png	etag:%225530e-577f2f16ce23f%22	https://www.otarot.net/images/bg/bg1.png	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/images/bg/bg1.png	(from https://www.otarot.net/style.css)
20:34:26	41362/41362	---M-Z	200	added ('OK')	text/html	date:Wed,%2019%20Apr%202023%2023:34:25%20GMT	https://www.otarot.net/tarot-oraculo/tiragem-gratis.php	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/tiragem-gratis.html	(from https://www.otarot.net/tarot-oraculo/)
20:34:26	441362/441362	---M--	200	added ('OK')	image/png	etag:%226bc12-577f2f28026cc%22	https://www.otarot.net/images/bg/bg.png	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/images/bg/bg.png	(from https://www.otarot.net/style.css)
20:34:26	306/306	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Apr%202023%2023:34:26%20GMT	https://www.otarot.net/tarot-oraculo/images/bg.JPG	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/bg.JPG	(from https://www.otarot.net/tarot-oraculo/style.css)
20:34:26	314/314	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Apr%202023%2023:34:26%20GMT	https://www.otarot.net/tarot-oraculo/images/bg-belline.JPG	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/bg-belline.JPG	(from https://www.otarot.net/tarot-oraculo/style.css)
20:34:26	314/314	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Apr%202023%2023:34:27%20GMT	https://www.otarot.net/tarot-oraculo/images/bg-belline.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/bg-belline.jpg	(from https://www.otarot.net/tarot-oraculo/style.css)
20:34:27	53485/53485	---M--	200	added ('OK')	image/jpeg	etag:%22d0ed-577f2f6c9aebe%22	https://www.otarot.net/tarot-oraculo/images/bg.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/bg.jpg	(from https://www.otarot.net/tarot-oraculo/style.css)
20:34:27	314/314	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Apr%202023%2023:34:28%20GMT	https://www.otarot.net/tarot-oraculo/images/bg/bg1.png	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/bg/bg1.png	(from https://www.otarot.net/tarot-oraculo/style.css)
20:34:27	77490/77490	---M--	200	added ('OK')	image/png	etag:%2212eb2-577f2f6a50025%22	https://www.otarot.net/tarot-oraculo/images/card-back.png	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/card-back.png	(from https://www.otarot.net/tarot-oraculo/style.css)
20:34:27	314/314	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Apr%202023%2023:34:28%20GMT	https://www.otarot.net/tarot-oraculo/images/bg/bg2.png	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/bg/bg2.png	(from https://www.otarot.net/tarot-oraculo/style.css)
20:34:28	314/314	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Apr%202023%2023:34:28%20GMT	https://www.otarot.net/tarot-oraculo/images/bg/bg3.png	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/bg/bg3.png	(from https://www.otarot.net/tarot-oraculo/style.css)
20:34:28	314/314	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Apr%202023%2023:34:28%20GMT	https://www.otarot.net/tarot-oraculo/images/bg/bg4.png	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/bg/bg4.png	(from https://www.otarot.net/tarot-oraculo/style.css)
20:34:28	314/314	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Apr%202023%2023:34:28%20GMT	https://www.otarot.net/tarot-oraculo/images/bg/bg5.png	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/bg/bg5.png	(from https://www.otarot.net/tarot-oraculo/style.css)
20:34:28	314/314	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Apr%202023%2023:34:29%20GMT	https://www.otarot.net/tarot-oraculo/images/bg/bg6.png	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/bg/bg6.png	(from https://www.otarot.net/tarot-oraculo/style.css)
20:34:28	314/314	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Apr%202023%2023:34:29%20GMT	https://www.otarot.net/tarot-oraculo/images/bg/bg7.png	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/bg/bg7.png	(from https://www.otarot.net/tarot-oraculo/style.css)
20:34:29	314/314	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Apr%202023%2023:34:29%20GMT	https://www.otarot.net/tarot-oraculo/images/bg/bg8.png	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/bg/bg8.png	(from https://www.otarot.net/tarot-oraculo/style.css)
20:34:29	314/314	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Apr%202023%2023:34:29%20GMT	https://www.otarot.net/tarot-oraculo/images/bg/bg9.png	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/bg/bg9.png	(from https://www.otarot.net/tarot-oraculo/style.css)
20:34:29	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Apr%202023%2023:34:30%20GMT	https://www.otarot.net/tarot-oraculo/images/bg/bg10.png	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/bg/bg10.png	(from https://www.otarot.net/tarot-oraculo/style.css)
20:34:29	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Apr%202023%2023:34:30%20GMT	https://www.otarot.net/tarot-oraculo/images/bg/bg11.png	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/bg/bg11.png	(from https://www.otarot.net/tarot-oraculo/style.css)
20:34:30	313/313	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Apr%202023%2023:34:30%20GMT	https://www.otarot.net/tarot-oraculo/images/bg/bg.png	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/bg/bg.png	(from https://www.otarot.net/tarot-oraculo/style.css)
20:34:30	39237/39237	---M--	200	added ('OK')	image/jpeg	etag:%229945-577f2f7f9c246%22	https://www.otarot.net/tarot-oraculo/images/cards/acidente.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/acidente.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:30	35905/35905	---M--	200	added ('OK')	image/jpeg	etag:%228c41-577f2f77a033e%22	https://www.otarot.net/tarot-oraculo/images/cards/amor.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/amor.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:30	35179/35179	---M--	200	added ('OK')	image/jpeg	etag:%22896b-577f2f7e6c6e9%22	https://www.otarot.net/tarot-oraculo/images/cards/suporte.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/suporte.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:31	32948/32948	---M--	200	added ('OK')	image/jpeg	etag:%2280b4-577f2f8214f3e%22	https://www.otarot.net/tarot-oraculo/images/cards/dinheiro.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/dinheiro.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:31	32287/32287	---M--	200	added ('OK')	image/jpeg	etag:%227e1f-577f2f75da1a3%22	https://www.otarot.net/tarot-oraculo/images/cards/beleza.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/beleza.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:31	32586/32586	---M--	200	added ('OK')	image/jpeg	etag:%227f4a-577f2f7ec6468%22	https://www.otarot.net/tarot-oraculo/images/cards/felicidade.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/felicidade.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:31	37528/37528	---M--	200	added ('OK')	image/jpeg	etag:%229298-577f2f7965538%22	https://www.otarot.net/tarot-oraculo/images/cards/campo.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/campo.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:32	38848/38848	---M--	200	added ('OK')	image/jpeg	etag:%2297c0-577f2f7323c4b%22	https://www.otarot.net/tarot-oraculo/images/cards/mudanca.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/mudanca.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:32	35954/35954	---M--	200	added ('OK')	image/jpeg	etag:%228c72-577f2f756bc04%22	https://www.otarot.net/tarot-oraculo/images/cards/claustros.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/claustros.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:32	35981/35981	---M--	200	added ('OK')	image/jpeg	etag:%228c8d-577f2f7b18df3%22	https://www.otarot.net/tarot-oraculo/images/cards/descoberta.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/descoberta.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:32	35171/35171	---M--	200	added ('OK')	image/jpeg	etag:%228963-577f2f76bab60%22	https://www.otarot.net/tarot-oraculo/images/cards/partida.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/partida.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:32	33518/33518	---M--	200	added ('OK')	image/jpeg	etag:%2282ee-577f2f80105a4%22	https://www.otarot.net/tarot-oraculo/images/cards/despotismo.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/despotismo.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:33	33612/33612	---M--	200	added ('OK')	image/jpeg	etag:%22834c-577f2f7aac795%22	https://www.otarot.net/tarot-oraculo/images/cards/elevacao.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/elevacao.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:33	33275/33275	---M--	200	added ('OK')	image/jpeg	etag:%2281fb-577f2f881ed8d%22	https://www.otarot.net/tarot-oraculo/images/cards/inimigos.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/inimigos.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:33	34327/34327	---M--	200	added ('OK')	image/jpeg	etag:%228617-577f2f7a364f6%22	https://www.otarot.net/tarot-oraculo/images/cards/negocio.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/negocio.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:33	34109/34109	---M--	200	added ('OK')	image/jpeg	etag:%22853d-577f2f70ec632%22	https://www.otarot.net/tarot-oraculo/images/cards/familia.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/familia.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:34	37457/37457	---M--	200	added ('OK')	image/jpeg	etag:%229251-577f2f8360fbb%22	https://www.otarot.net/tarot-oraculo/images/cards/fogo.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/fogo.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:34	34555/34555	---M--	200	added ('OK')	image/jpeg	etag:%2286fb-577f2f86155d3%22	https://www.otarot.net/tarot-oraculo/images/cards/fatalidade.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/fatalidade.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:34	32951/32951	---M--	200	added ('OK')	image/jpeg	etag:%2280b7-577f2f7c4b830%22	https://www.otarot.net/tarot-oraculo/images/cards/heranca.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/heranca.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:34	32217/32217	---M--	200	added ('OK')	image/jpeg	etag:%227dd9-577f2f77290ff%22	https://www.otarot.net/tarot-oraculo/images/cards/honras.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/honras.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:34	35286/35286	---M--	200	added ('OK')	image/jpeg	etag:%2289d6-577f2f806f143%22	https://www.otarot.net/tarot-oraculo/images/cards/inconstancia.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/inconstancia.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:34	33761/33761	---M--	200	added ('OK')	image/jpeg	etag:%2283e1-577f2f855bd15%22	https://www.otarot.net/tarot-oraculo/images/cards/desgraca.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/desgraca.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
